Timestamp,PCT1402-01:mA:fbk,PCT1402-01:mAChange,PCT1402-01:timeConstant
2022/06/02 05:41:51.014,N/A,N/A,23.907986293920786
2022/06/02 05:44:14.039,N/A,-0.0031999727999902916,N/A
2022/06/02 05:44:14.975,219.4715340761034,N/A,N/A
2022/06/02 05:44:29.004,N/A,-0.002599977899961914,N/A
2022/06/02 05:44:29.969,219.4345343906034,N/A,N/A
2022/06/02 05:44:44.020,N/A,-0.002999974500028202,N/A
2022/06/02 05:44:44.971,219.39593471870342,N/A,N/A
2022/06/02 05:44:59.014,N/A,-0.0033999711000092248,N/A
2022/06/02 05:44:59.027,N/A,N/A,23.91894141424837
2022/06/02 05:44:59.972,219.3557350604034,N/A,N/A
2022/06/02 05:45:13.998,N/A,-0.0025999779000187573,N/A
2022/06/02 05:45:14.005,N/A,N/A,23.859106568996502
2022/06/02 05:45:14.974,219.31753538510338,N/A,N/A
2022/06/02 05:45:29.036,N/A,-0.0029999744999713585,N/A
2022/06/02 05:45:29.056,N/A,N/A,23.835088681785134
2022/06/02 05:45:29.976,219.2807356979034,N/A,N/A
2022/06/02 05:45:44.037,N/A,-0.002799976199980847,N/A
2022/06/02 05:45:44.050,N/A,N/A,23.82783424795743
2022/06/02 05:45:44.976,219.2429360192034,N/A,N/A
2022/06/02 05:45:59.056,N/A,N/A,23.852674135999884
2022/06/02 05:45:59.975,219.2055363371034,N/A,N/A
2022/06/02 05:45:59.998,N/A,-0.0025999779000187573,N/A
2022/06/02 05:46:14.038,N/A,-0.00299997449999978,N/A
2022/06/02 05:46:14.056,N/A,N/A,23.896177310424477
2022/06/02 05:46:14.970,219.1671366635034,N/A,N/A
2022/06/02 05:46:27.998,N/A,-0.0019999830000188012,N/A
2022/06/02 05:46:29.041,N/A,N/A,23.913600589912996
2022/06/02 05:46:29.977,219.1295369831034,N/A,N/A
2022/06/02 05:46:44.034,N/A,-0.0033999711000092248,N/A
2022/06/02 05:46:44.051,N/A,N/A,23.9647632211946
2022/06/02 05:46:44.980,219.09313729250343,N/A,N/A
2022/06/02 05:46:59.010,N/A,-0.0019999829999903795,N/A
2022/06/02 05:46:59.069,N/A,N/A,24.03828281231644
2022/06/02 05:46:59.976,219.05433762230342,N/A,N/A
2022/06/02 05:47:14.037,N/A,-0.002799976199980847,N/A
2022/06/02 05:47:14.057,N/A,N/A,24.07155807190265
2022/06/02 05:47:14.973,219.01533795380342,N/A,N/A
2022/06/02 05:47:18.067,N/A,N/A,24.073084495244654
2022/06/02 05:47:29.000,N/A,-0.0025999778999903356,N/A
2022/06/02 05:47:29.977,219.6133328708034,N/A,N/A
2022/06/02 05:47:44.000,N/A,-0.0031999728000187133,N/A
2022/06/02 05:47:44.977,219.5759331887034,N/A,N/A
2022/06/02 05:47:59.039,N/A,-0.0023999795999714024,N/A
2022/06/02 05:47:59.971,219.5363335253034,N/A,N/A
2022/06/02 05:48:14.048,N/A,-0.002999974500028202,N/A
2022/06/02 05:48:14.974,219.4999338347034,N/A,N/A
2022/06/02 05:48:29.004,N/A,-0.0025999779000187573,N/A
2022/06/02 05:48:29.971,219.46013417300344,N/A,N/A
2022/06/02 05:48:43.993,N/A,-0.002799976199980847,N/A
2022/06/02 05:48:44.967,219.4223344943034,N/A,N/A
2022/06/02 05:48:58.988,N/A,-0.002799976199980847,N/A
